"param_cap_id","param_bridge_id","param_core_id","obj_bright_osc_strength","obj_color_error_ev","obj_ambiguity_penalty","result_id","suggestion_id","created_at"
"A014","B065","C069","0.2264114787674688","0.0343259105745348","5.987674659122443","af763638-6afe-4c4a-a455-bc597eee3ff6","","2026-07-03T04:57:49.749496+00:00"
"A031","B065","C025","0.337165095378781","0.2132798219209846","10.827044255505484","068425f4-be0c-4340-90bd-dcd63400960b","","2026-07-03T04:57:49.788805+00:00"
"A014","B056","C025","1.52862828589325","0.4732485808668563","18.07330047311408","2e2eb270-174e-4e17-86c9-2d10a3244b4c","","2026-07-03T04:57:49.820314+00:00"
"A031","B056","C069","0.4412643423176632","0.1753230690235532","16.157639428631818","d19c1291-0362-4a90-9bae-5c6369cda8df","","2026-07-03T04:57:49.853521+00:00"
"A014","B066","C115","0.3072201353768226","0.7162985449685446","11.104707779211305","59719e8b-ffb5-4989-be39-e68fbfab688f","","2026-07-03T04:57:49.888975+00:00"
"A014","B056","C100","1.2158883164612058","0.5367373452645343","10.59935152015193","d99a4582-029c-405a-b181-50ed4849e822","","2026-07-03T04:57:49.923302+00:00"
"A014","B056","C080","1.1464935953630842","0.5374257594011493","11.4705340141477","7fef1c4d-cad4-482c-b61a-4befdaa32dab","","2026-07-03T04:57:49.957837+00:00"
"A014","B056","C115","0.4317020300195663","0.345037988963679","17.42026341691305","ce0c02c2-3892-43ce-ad7d-f606c60baf82","","2026-07-03T04:57:49.991296+00:00"
"A014","B065","C078","0.689135594922242","0.2150733859059714","12.447329430493392","60aa9399-d601-4750-8add-7e6610be4539","","2026-07-03T04:57:50.022353+00:00"
"A014","B056","C070","0.2603992424370072","0.2869836746598286","17.992754983772137","745ed7e0-71e5-40b5-8cd3-8e8dd856422f","","2026-07-03T04:57:50.052673+00:00"
"A014","B065","C070","0.2652999243088541","0.0329482155603142","6.033717199295122","092cc5aa-2081-46f0-9df5-1ab3fdf605ec","","2026-07-03T04:57:50.084519+00:00"
"A014","B065","C025","0.3986490068525455","0.3551320040163634","9.485097174978522","3c8b2426-1b7a-448d-8047-52e2a9b7b8ce","","2026-07-03T04:57:50.115987+00:00"
"A014","B065","C041","0.9006996688654821","0.2702097554819285","8.194432460674758","1e068761-02e3-4ad7-a8a0-7a1595726290","","2026-07-03T04:57:50.152373+00:00"
"A014","B065","C036","1.2664611158928354","0.3021354010491413","16.04998035902419","fcb019b9-15bb-4018-8c09-2bb2600129ee","","2026-07-03T04:57:50.188853+00:00"
"A031","B065","C041","0.2132568106075093","0.3161105552899053","6.442509003223011","a8ab73a8-063e-43c9-b9d7-4b65e46fc85c","","2026-07-03T04:57:50.225956+00:00"
"A031","B065","C069","0.0818524659702343","0.2253624309151569","10.86444074729347","18287f03-22d9-4b9d-b5b4-fd936537bd16","","2026-07-03T04:57:50.263929+00:00"
"A014","B065","C071","1.508884956129463","0.3072115663046602","19.242367217506562","dc0babdd-92d6-45c3-b765-3db3ec5f641d","f3ba2754-0609-4e9d-8a2b-eb88cdd14253","2026-07-03T05:01:52.773826+00:00"
"A015","B065","C041","0.6717815495009947","0.0977740809758676","4.352168072865121","97a3c122-fb56-4a39-9e4e-4bed3b1782e2","cc64f72a-7e5f-4f3b-af3c-eea48f2911dc","2026-07-03T05:07:33.386125+00:00"
"A039","B065","C041","0.49142703557464573","0.33057187819866973","27.939282406466027","a19b7313-2a5a-4700-a5e2-710328e0ec0f","10b6d0e4-1713-414d-997d-19747cfe0a33","2026-07-03T05:14:05.795797+00:00"
"A015","B065","C036","0.9593035068022013","0.06839007106656503","11.490212717182551","fd225347-3793-4498-87d6-64400fc261d9","f3e895eb-780e-4d0c-8113-e5923e1e0116","2026-07-03T05:20:04.018850+00:00"
"A015","B065","C071","1.002028521525244","0.09376444003792228","28.675056338192903","64332462-7cff-4112-b713-67ed12bc35d5","629dbdc2-3755-430f-b71f-296f06e50182","2026-07-03T05:26:54.150522+00:00"
"A015","B065","C031","0.2869959445060722","0.24198908720608703","19.452794530034872","d8996500-83f7-4f65-9ed4-d639341251f2","8c93cdae-7c43-4616-bdb9-15a1f1ee6b4f","2026-07-03T05:33:31.938960+00:00"
"A031","B056","C080","0.9685476385571932","0.3051727911846953","15.780784039670674","fe3f8c76-d635-48c7-876d-c6da9ae9025b","88890e1e-22a9-4988-9e69-0adab5a1338d","2026-07-03T05:39:05.155213+00:00"
"A015","B056","C025","0.9929570931235411","0.7314781261129333","10.67569353483802","ca31e466-c6a8-499b-abf5-e32dafb3f380","189c651b-6591-4283-bc5d-b5cad9f1c68d","2026-07-03T05:46:15.464616+00:00"
"A031","B065","C071","0.2318970620155808","0.4670277125461779","11.65028899160311","cb227a4d-1acb-41f2-94f4-ed9ba5c90750","f91e8a66-7ff0-4d25-b969-a08dbadbac1d","2026-07-03T05:51:19.162105+00:00"
"A015","B065","C070","0.13533186032155087","0.07598123065424112","20.4162492480185","5e2d1f00-e35f-471f-bc36-b543de063608","248a31f6-35a3-4ee0-93ff-108cc7c65662","2026-07-03T05:59:10.750783+00:00"
"A015","B065","C023","1.020078040002554","0.6706185738232102","18.32537323787547","1bc45465-3afd-4caa-bb0e-84a0b45fc722","a88decb3-b30c-4eff-9698-d6fd4cf3d9da","2026-07-03T06:06:01.956977+00:00"
