"param_cap_id","param_bridge_id","param_core_id","obj_bright_osc_strength","obj_color_error_ev","obj_ambiguity_penalty","result_id","suggestion_id","created_at"
"A014","B065","C069","0.2264114787674688","0.0343259105745348","5.987674659122443","59bddc7d-33f8-4d34-ad2d-da210bb84ac1","","2026-07-03T04:39:12.866570+00:00"
"A031","B065","C025","0.337165095378781","0.2132798219209846","10.827044255505484","0f453102-167e-4792-b2be-eae3ce36f8f8","","2026-07-03T04:39:12.903228+00:00"
"A014","B056","C025","1.52862828589325","0.4732485808668563","18.07330047311408","2a858a65-3b24-4400-b00f-d2002ba38e08","","2026-07-03T04:39:12.936230+00:00"
"A031","B056","C069","0.4412643423176632","0.1753230690235532","16.157639428631818","e45a3061-1824-43fb-8e4e-3c6ab36ff165","","2026-07-03T04:39:12.969589+00:00"
"A014","B066","C115","0.3072201353768226","0.7162985449685446","11.104707779211305","306cef0a-d5ec-4e3a-9cdc-1f1d2de466d1","","2026-07-03T04:39:13.008394+00:00"
"A014","B056","C100","1.2158883164612058","0.5367373452645343","10.59935152015193","b26f5bb5-2f2f-43d8-becc-dc157196a44a","","2026-07-03T04:39:13.041172+00:00"
"A014","B056","C080","1.1464935953630842","0.5374257594011493","11.4705340141477","cda2c048-4343-4245-b35a-9aa8e81ae1c5","","2026-07-03T04:39:13.074338+00:00"
"A014","B056","C115","0.4317020300195663","0.345037988963679","17.42026341691305","0df46b65-b36f-43c4-8c61-baa52d27012d","","2026-07-03T04:39:13.107197+00:00"
"A014","B065","C078","0.689135594922242","0.2150733859059714","12.447329430493392","e2a4d351-8677-415a-935d-9a4b764c8ea6","","2026-07-03T04:39:13.139815+00:00"
"A014","B056","C070","0.2603992424370072","0.2869836746598286","17.992754983772137","19d60017-8989-4d0c-8212-daf8784e32f5","","2026-07-03T04:39:13.170951+00:00"
"A014","B065","C070","0.2652999243088541","0.0329482155603142","6.033717199295122","630ed772-5d1a-4de9-b097-d09afef48cc1","","2026-07-03T04:39:13.201854+00:00"
"A014","B065","C025","0.3986490068525455","0.3551320040163634","9.485097174978522","fccff5fa-592b-4f68-a653-01bf724743cf","","2026-07-03T04:39:13.232222+00:00"
"A014","B065","C041","0.9006996688654821","0.2702097554819285","8.194432460674758","231e6168-d484-4a38-b4fd-7f0a87c2e5f0","","2026-07-03T04:39:13.263685+00:00"
"A014","B065","C036","1.2664611158928354","0.3021354010491413","16.04998035902419","b80311e0-6dba-420c-832f-0c92acf125fc","","2026-07-03T04:39:13.294493+00:00"
"A031","B065","C041","0.2132568106075093","0.3161105552899053","6.442509003223011","87793560-4363-45d9-8743-963ea2ef1c93","","2026-07-03T04:39:13.335129+00:00"
"A031","B065","C069","0.0818524659702343","0.2253624309151569","10.86444074729347","8aa00e5d-19f3-4c95-ad93-92ee55030f2b","","2026-07-03T04:39:13.378601+00:00"
"A014","B065","C071","0.28800000000000003","0.625","0.9123076923076923","ebe7a6bb-e6ee-46ed-9f77-16db732be603","32dbfa56-e430-4835-ae07-9bdb009e6ef1","2026-07-03T04:40:16.477471+00:00"
