"param_cap_id","param_bridge_id","param_core_id","obj_bright_osc_strength","obj_color_error_ev","obj_ambiguity_penalty","result_id","suggestion_id","created_at"
"A014","B065","C069","0.2264114787674688","0.0343259105745348","5.987674659122443","af9ac8da-25ce-48fb-b9e9-b717b398c0ce","","2026-07-03T04:51:12.034420+00:00"
"A031","B065","C025","0.337165095378781","0.2132798219209846","10.827044255505484","1fc9faa6-f70e-458b-856f-7aa04eb93ccc","","2026-07-03T04:51:12.062415+00:00"
"A014","B056","C025","1.52862828589325","0.4732485808668563","18.07330047311408","c6a1d5fb-1bf9-4ca7-825a-09f349cf4e94","","2026-07-03T04:51:12.107105+00:00"
"A031","B056","C069","0.4412643423176632","0.1753230690235532","16.157639428631818","4dd94399-5d3c-412f-ba13-0bcbf1c9dfef","","2026-07-03T04:51:12.141733+00:00"
"A014","B066","C115","0.3072201353768226","0.7162985449685446","11.104707779211305","3eb787b5-0b6b-42e5-a7c9-4ab56168349b","","2026-07-03T04:51:12.172778+00:00"
"A014","B056","C100","1.2158883164612058","0.5367373452645343","10.59935152015193","5de22f05-4a74-4e4a-a6f2-afb9640389f9","","2026-07-03T04:51:12.203619+00:00"
"A014","B056","C080","1.1464935953630842","0.5374257594011493","11.4705340141477","bbcb253d-7d11-49df-95c9-a417a7b4a484","","2026-07-03T04:51:12.238207+00:00"
"A014","B056","C115","0.4317020300195663","0.345037988963679","17.42026341691305","7241ffa5-4a16-45d0-9c9e-3e244f82bc29","","2026-07-03T04:51:12.267954+00:00"
"A014","B065","C078","0.689135594922242","0.2150733859059714","12.447329430493392","083854a2-0c6c-4a1f-9488-498c6d400289","","2026-07-03T04:51:12.296999+00:00"
"A014","B056","C070","0.2603992424370072","0.2869836746598286","17.992754983772137","cf70f4a1-e85f-4e74-b3a2-d762d14854c4","","2026-07-03T04:51:12.325864+00:00"
"A014","B065","C070","0.2652999243088541","0.0329482155603142","6.033717199295122","e578ec60-27ab-476d-b6aa-7fa79c873eed","","2026-07-03T04:51:12.356466+00:00"
"A014","B065","C025","0.3986490068525455","0.3551320040163634","9.485097174978522","ced1441f-c525-430c-b1e1-f5565ef582d1","","2026-07-03T04:51:12.386298+00:00"
"A014","B065","C041","0.9006996688654821","0.2702097554819285","8.194432460674758","5d8be71f-18b6-474e-a98c-f28855ed3502","","2026-07-03T04:51:12.423950+00:00"
"A014","B065","C036","1.2664611158928354","0.3021354010491413","16.04998035902419","6fda74f2-0294-43c8-b6db-7f28e91ea38b","","2026-07-03T04:51:12.471326+00:00"
"A031","B065","C041","0.2132568106075093","0.3161105552899053","6.442509003223011","54f7924c-97db-42c4-8a88-6a9048a2b74c","","2026-07-03T04:51:12.506953+00:00"
"A031","B065","C069","0.0818524659702343","0.2253624309151569","10.86444074729347","3cceb64d-98eb-4d92-8a0d-d9e2fb600263","","2026-07-03T04:51:12.540341+00:00"
"A014","B065","C071","1.4822250875949758","0.31218255718613186","19.285843321156207","2481ded5-4651-4a8e-8dc2-faba7ffb3988","e85110b4-4ada-4686-9261-91e3101b98b2","2026-07-03T04:55:15.050725+00:00"
